25/05/2017
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
531319	Maruti Securities Ltd.	50.00300
531320	Exotic Coal Limited	57.41300
531322	Shri Shakti LPG Ltd.	1535.35800
531323	Santaram Spinners Ltd.	61.74400
531324	Roselabs Finance Ltd.	100.00000
531326	M.P.Telelinks Ltd.	124.50000
531327	Charms Industries Ltd	41.06100
531328	Ideal Texbuild Limited	142.54374
531330	Dynamic Microsteppers Ltd.	34.48800
531334	Vikalp Securities Ltd.	30.51900
531335	Zydus Wellness Limited	390.72089
531336	Auroma Coke ltd.	63.18900
531337	Iris Mediaworks Ltd	999.62110
531338	Milestone Global Limited	50.17500
531339	Jaihind Projects Ltd.	97.57443
531340	Bervin Investments And Leasing	58.98100
531341	Gujarat Investa Ltd.	75.09900
531343	India Infraspace Ltd	100.00000
531344	Container Corporation Of India	2437.17739
531345	Sunrise Zinc Ltd.	79.50000
531346	Eastern Treads Ltd.	52.32000
531348	Moon Drugs Ltd.	116.50000
531349	Panacea Biotec Ltd.	612.50746
531350	Volga Airtechnics Ltd.	81.27500
531352	Peeti Securities Ltd.	37.50400
531356	Cure Spects Lasers Ltd.	71.60000
531357	Mercury Metals Limited	69.52808
531358	Choice International Ltd	100.04800
531359	Shriram Asset Management Co.Lt	60.00000
531360	Golechha Global Finance Ltd.	55.00000
531361	E-Metals India Ltd.	40.23600
531363	Karur K.C.P. Packkagings Limit	117.16666
531364	Aqua Pumps Infra Ventures Limi	151.27600
531365	Naisargik Agritech (India) Ltd	61.02070
531366	Kohinoor Broadcasting Corporat	1102.05700
531367	Dollex Industries Ltd.	357.58000
531369	Wellwin Industry Ltd.	348.88660
531370	Sparc Systems Ltd.	48.89000
531373	The Byke Hospitality    Ltd	400.97800
531374	SAAG RR Infra Ltd.	200.80411
531375	GCCL Infrastructure & Projects	60.05500
531380	Centenial Surgical Suture Ltd.	36.48300
531381	Arihant Foundations & Housing 	86.00000
531382	Jayavant Products Limited	82.55000
531387	Hasti Finance Ltd.	108.39730
531389	Shree Benzophen Industries Ltd	63.00000
531390	Upsurge Investment And Finance	151.52400
531392	Asian Flora Ltd.	38.80900
531394	Marvel Vinyls Ltd	53.82583
531395	Padam Cotton Yarns Ltd.	47.28900
531396	Women Networks Ltd.	43.49670
531397	Polycon International Ltd.	69.53200
531398	Source Natural Foods & Herbal 	64.36931
531399	G.G.Automotive Gears Ltd.	52.23301
531400	Almondz Global Securities Limi	258.84967
531401	Khodiyar Industries ltd.	63.40000
531402	LWS Knitwear Ltd	50.58400
531404	Zicom Electronic Security Syst	412.24141
531406	ANS Limited	92.55600
531409	Alchemist Corporation Ltd	49.14333
531410	Gujarat Foils Ltd.	82.01810
531411	Tuni Textile Mills Ltd.	1306.31000
531412	Radix Industries (India) Limit	100.04780
531413	Kiran Print-Pack Ltd.	50.02900
531416	Narendra Properties Ltd.	71.06400
531417	Mega Corporation Ltd	1000.00000
531418	Systel Infotech Ltd.	320.00000
531419	Goplee Infotech Ltd.	105.00800
531420	BMB Music & Magnetics Ltd.	60.59700
531426	Tamil Nadu Newsprint And Paper	692.10600
531428	Birmingham Thermotech Ltd.	93.50000
531429	Advent Computer Services ltd.	162.73718
531431	Shakti Pumps (India) Ltd.	183.80156
531432	Systematix Securities Ltd.	50.00000
531433	Sungold Capital Ltd.	184.03485
531436	Saffron Industries Limited	71.85200
531437	Prakash Woollen & Synthetic Mi	102.59750
531439	Goldstone Technologies Ltd.	187.82066
531440	Pan Drugs Ltd.	31.43400
531441	Lyons Corporate Market Ltd.	50.00000
531443	Tamarai Mills Ltd.	31.50000
531444	Vardhman Concrete Limited	71.56600
531447	Rockon Enterprises Limited	165.17690
531448	Safal Securities Limited	50.00100
531449	GRM Overseas Ltd.	36.89500
531452	NCC Finance Ltd.	60.25690
531453	Mohit Industries Limited	141.57575
531454	Polylink Polymers (india) Ltd.	221.11500
531456	Minaxi Textiles Ltd.	494.16000
531457	Naraingarh Sugar Mills Ltd.	203.10000
531458	Boston Bio Systems Ltd.	70.00000
531459	Ventron Polymers Ltd.	60.40000
531460	Continental Controls Ltd.	61.46256
531463	Global Infratech & Finance lim	2624.08300
531464	Ispat Profile India Ltd	907.90000
531465	Nouveau Global Ventures Limite	185.53000
531467	Arnav Corporation Limited	894.20958
531470	Emporis Projects Limited	310.49660
531471	Duke Offshore Ltd.	49.28600
531472	Cybele  Industries Limited	106.95800
531473	Cethar Industries Ltd.	115.00000
531474	Computer Skill Ltd.	77.88600
531477	Goa Fruit Specialities Ltd.	108.26400
531478	Esskay Telecom Ltd.	52.50000
531479	Global Land Masters Corporatio	50.73200
531481	Beta-Kappa Investments Ltd.	50.00000
531482	Shree Yaax Pharma And Cosmetic	44.13100
531483	Virtual Industries Ltd.	50.30000
531485	Hitkari China Ltd.	67.50000
531486	Filmcity Media Ltd.	305.70969
531488	Sanyo Impex Ltd.	923.65000
531489	Cg-Vak Software & Exports Ltd.	50.50200
531494	Navkar Builders Ltd.	174.53300
531495	Blue Coast Hotels Ltd	127.48457
531496	Omkar Overseas ltd.	50.00000
531497	Madhucon Projects Ltd.	737.94940
531499	Sybly Industries Ltd.	407.16100
531500	Rajesh Exports Ltd.	2952.59959
531502	Esaar (India) Ltd.	2044.25000
531503	Maris Spinners Ltd.	81.72360
531504	Great Western Industries Ltd.	55.50000
531505	Indergiri Finance ltd.	50.61000
531506	Shukra Bullions Limited	50.15300
531508	Eveready Industries India Ltd.	726.87260
531509	Step Two Corporation Ltd.	42.47300
531510	Lintas Mercantile Ltd.	122.80000
531512	Orient Tradelink Ltd.	109.65000
531514	Aasheesh Securities Ltd.	55.00000
531515	Mahan Industries Ltd.	360.00000
531517	Alang Industrial Gases Ltd.	54.00000
531518	Vikas Granaries Limited	181.17500
531519	Ankush Finstock ltd.	60.04100
531520	Pan India Resorts & Land Devel	62.50000
531521	Desh Rakshak Aushdhalaya Ltd.	44.38324
531522	Rasoya Proteins Ltd.	17089.31700
531524	I.C.S.A. (India) Ltd.	481.38500
531525	Ace Software Exports ltd.	46.80000
531527	Lloyd Rockfibres Ltd.	97.89700
531528	Maars Software International L	1489.80200
531529	Softrak Venture Investments Lt	50.80000
531530	Betala Global Securities Ltd.	13.75000
531531	Hatsun Agro Products Ltd.	1521.68307
531533	e.Com Infotech (India) Ltd.	50.27100
531535	Canvay Chemicals Ltd.	30.10000
531536	Sriven Multi-Tech Ltd	99.44800
531537	Jyothi Infraventures Ltd.	51.59600
531538	Shayona Petrochem Ltd.	65.98000
531539	Rishabh Digha Steel And Allied	54.86400
531540	Maruti Infrastructure Ltd.	125.00000
531541	Avon Lifesciences Limited	237.25000
531543	Jindal Worldwide Ltd.	200.52040
531544	Vertex Spinning Limited	199.05600
531547	Tirupati Industries (India) Lt	74.60040
531548	Somany Ceramics Limited	423.79426
531550	Jhaveri Credits & Capital Ltd.	64.63300
531551	Intercorp Industries Ltd.	76.13500
531552	Raghunath Tobacco Co. Ltd.	120.00000
531553	Arihant Avenues And Credit ltd	73.15500
531554	Top Telemedia Ltd.	153.20000
531556	Coral India Finance And Housin	99.75800
531557	Amit Securities Ltd.	71.00000
531560	Aroma Enterprises (India) Ltd.	48.80800
531562	Pushpsons Industries Ltd.	58.90000
531565	Indo Pacific Projects Limited	1005.08000
531568	Ashutosh Paper Mills Ltd.	65.25400
531569	Sanjivani Paranteral Ltd.	58.98300
531570	Blazon Marbles Limited	681.00000
531571	Plus Finance Ltd.	39.60000
531572	Ranjit Securities Ltd.	26.87400
531574	Vas Infrastructure  Ltd.	137.50400
531578	KMF Builders & Developers Ltd.	121.82000
531581	Alka Diamond Industries Ltd.	48.60900
531582	Beryl Securities Ltd	48.49700
531583	Rap Media Ltd.	58.81000
531585	Devine Impex Limited	95.32200
531587	Knitworth Exports Ltd.	41.44500
531590	Bilpower Ltd.	210.01600
531591	Bampsl Securities Ltd.	2959.57915
531592	Adi Rasayan Ltd.	3.25985
531593	Arochem Silvassa Ltd.	51.00000
531594	Incon Engineers Ltd.	43.27100
531595	Capri Global Capital Limited	1751.34805
531597	Midland Polymers Ltd.	1358.74700
531598	Nimbus Foods Industries Limite	730.61080
531599	FDC Ltd.	1778.33084
531600	Gogia Capital Services Limited	31.46500
531601	GCV Services Limited	1003.59000
531602	Koffee Break Pictures Limited	1300.11000
531603	Sawaca Communication ltd.	100.10000
531604	Sri Skandan Industries Ltd.	51.00000
531608	Gorani Industries Ltd.	54.38000
531609	KG Petrochem Ltd.	52.21000
531610	UFM Industries Ltd	59.32600
531611	Aadhaar Ventures India Limited	1570.96900
531612	KGN Industries Ltd.	2225.00000
531613	Meyer Apparel Limited	804.97800
531615	Era Buildsys Limited	685.92956
531616	Starcom Information Technology	50.00600
531617	Osian Industries ltd.	50.00000
531620	Energy Products (India) Ltd.	37.40000
531621	CENTERAC TECHNOLOGIES LIMITED	110.34700
531623	Jyoti Poly-Vinyl Ltd.	63.80000
531624	Country Condo's Ltd	775.97300
531625	Sangam Health Care Products Lt	81.60700
531626	Orosil Smiths India Limited	82.63200
531627	Raghava Estates and Properties	30.19200
531628	Sterling Spinners Ltd.	70.00000
531632	Avinash Information Technologi	180.10000
531633	Lincoln Pharmaceuticals ltd.	200.00000
531635	Silver Oak (India) Ltd.	37.90200
531637	Sword & Shield Pharma Ltd.	51.50600
531638	Suraj Ltd.	192.64100
531640	Suvidha Infraestate Corporatio	88.96000
531642	Marico Limited	12904.71198
531644	Tokyo Finance Ltd.	69.70100
531645	Southern Ispat and Energy Ltd	13214.90800
531646	RFL International Ltd.	50.85500
531647	B.J.Duplex Boards Ltd.	51.81200
531648	Mahavir Industries Limited	200.00000
531649	Western Industries Ltd.	51.60000
531650	Vax Housing Finance Corporatio	120.06400
531651	National General Industries Lt	55.30259
531652	Thirdwave Financial Intermedia	22.07600
531653	Chhabra Spinners ltd.	53.10000
531655	Chetak Spintex ltd.	64.20000
531656	Cryptogen Agro Industries Ltd.	74.80000
531658	Trijal Industries Ltd.	50.16100
531659	TSL Industries Ltd.	47.68700
531660	Fairyland Amusement And Water 	600.00000
531661	Hittco Tools Ltd.	61.59847
531662	Pashupati Cables Ltd.	134.80000
531663	YUVRAAJ HYGIENE PRODUCTS LTD	667.18406
531664	Mahavir Impex Ltd.	180.00000
531667	Shree Surgovind Tradelink Ltd.	55.32500
531668	Vision Corporation Ltd.	199.70100
531670	Classic Biotech & Exports Ltd.	50.40000
531671	Bisil Plast Limited	540.31000
531672	Inani Securities Ltd.	45.57700
531673	Anka India Ltd.	27.53449
531674	Indo-Asian Projects Limited	51.55800
531675	Tricom India Ltd.	792.05450
531676	Vaghani Techno-Build Limited	52.20000
531677	Aris International Limited	4.62010
531678	Anand Credit Ltd.	60.01600
531679	South East Agro Industries Ltd	59.40000
531680	Mayur Leather Products Ltd.	48.34800
531681	Amradeep Industries Ltd.	660.69000
531682	CAT Technologies Ltd	794.36478
531683	Ankur Drugs & Pharma Ltd	190.15391
531685	Frontline Financial Services L	59.01100
531686	Advik Laboratories Ltd.	191.05900
531687	Karuturi Global Limited	10197.26648
531688	Prithvi Exchange (India) Limit	54.99767
531689	Mahavir Advanced Remedies Limi	113.59200
531690	Seagull Leafin Ltd	502.00000
531692	Khyati Multimedia-Entertainmen	92.80000
531693	Yantra Natural Resources Limit	62804.89250
531694	Rainbow Foundations Ltd	55.13100
531695	Veronica Production Limited	712.87893
531696	VSD Confin ltd.	175.50000
531699	Super Domestic Machines Ltd.	43.29400
531701	Shri Sainath Proteins Ltd.	35.84710
531703	Tribhuvan Housing Ltd.	500.67000
531704	Rockline Project Ltd.	43.70600
531705	Lanyard Foods Ltd.	51.50200
531707	Sun Infoways Ltd.	51.10000
531709	Gold Multifab Ltd.	50.40000
531712	Trilogic Digital Media Limited	236.82600
531713	Bluechip Stockspin Ltd.	50.50500
531715	Shukun Construction Ltd.	510.93000
531716	Tricom Fruit Products Limited	159.39050
531717	Vidhi Specialty Food Ingredien	499.45000
531719	Bhagiradha Chemicals and Indus	50.53700
531720	Alpha Graphic India Ltd.	398.34800
531723	Stampede Capital Limited	2290.11200
531724	HRB Flouriculture Ltd.	22.76300
531725	M.C.C.Investment & Leasing Co.	50.10000
531726	Panchsheel Organic Ltd.	50.15400
531727	Menon Pistons Ltd.	510.00000
531729	Skylid Telecommunication Ltd.	52.70000
531731	Aarya Global Shares and Securi	216.97183
531733	Bafna Spinning Mills & Exports	1945.22000
531735	Prism Finance Ltd.	65.00300
531737	Greencrest Financial Services 	3655.08000
531738	Silicon Valley Infotech Ltd.	1296.80000
531739	Gennex Laboratories Ltd	1265.03000
531741	Sterling (Gujarat) Hospitals L	138.50000
531743	Hira Automobiles Ltd.	27.53440
531744	Gini Silk Mills Ltd.	55.92600
531745	SG Global Exports Ltd	50.08500
531746	Prajay Engineers Syndicate Ltd	699.35791
531750	Encore Software Ltd.	64.71500
531751	Sonell Clocks & Gifts Ltd.	50.00500
531752	Sun Techno Overseas Ltd	6526.03000
531754	Fintech Communication Ltd.	50.05000
531756	Liverpool Finance Ltd.	38.87200
531758	G.k.Consultants Ltd.	53.11800
531760	Fusion Fittings (i) Ltd.	29.36200
531761	Amulya Leasing & Finance Ltd.	50.01700
531762	Unjha Formulations Ltd.	44.80500
531764	Supreme Telecom & Network Indi	51.20000
531768	Poly Medicure Ltd	882.26880
531769	PFL Infotech Ltd.	74.78100
531771	Towa Sokki Ltd.	45.54800
531773	Shalibhadra Infosec Ltd.	50.00000
531775	Cistro Telelink Ltd.	513.43000
531778	Kachchh Minerals Ltd.	53.00900
531779	Padmanabh Alloys & Polymers Lt	54.13300
531780	Kaiser Corporation Limited	526.21020
531781	Suryadeep Salt Refinery & Chem	80.00000
531782	Oasis Media Matrix Ltd.	311.65000
531783	Azure Exim Services Limited	89.60000
531784	KCL Infra Projects Limited	263.31000
531788	Rhutu Udyog  (India) Ltd.	52.40000
531790	Universal Media Network Ltd.	250.00000
531791	Novagold Petro-Resources Ltd	55.21900
531793	Infraquest International Limit	100.00000
531794	Seshachal Technologies Ltd	69.43600
531795	Atul Auto Limited	219.43200
531797	Scan Projects Ltd	28.73300
531800	Sheetal Bio-Agro Tech Limited	1400.00000
531801	Manna Glass-Tech Industries Lt	263.40000
531802	Prerna Infrabuild Limited	120.42510
531810	Metal Coatings (India) Ltd.	73.26800
531812	SGN Telecoms Ltd.	808.09900
531813	Ganga Papers India Ltd	107.88886
531814	Tirupati Sarjan Ltd.	329.98025
531816	Panoramic Universal Limited	777.45000
531819	Nuway Organic Naturals (India)	95.85000
531820	Finalysis Credit & Guaraantee 	55.05800
531821	Munoth Financial Services Ltd.	51.35300
531822	Rodium Realty Limited	32.47900
531823	Arvind Remedies ltd.	681.26000
531825	RCC Cements Ltd	56.02000
531826	Dee Kartavya Finance Ltd.	241.35000
531830	Todays Writing Instruments Ltd	128.13300
531831	Unisys Softwares And Holdings 	230.00200
531832	Nagarjuna Agritech Ltd.	93.69100
531834	Natura Hue Chem Ltd.	60.97700
531838	SMS Techsoft (India) Limited	3505.72000
531840	IEC Education Limited	132.60000
531841	Indus Finance Limited	92.58300
531842	Lahoti Overseas Ltd.	291.71500
531843	MYM Technologies Ltd.	69.01900
531845	Zenith Birla (India) Limited	1312.80448
531846	Trinity League India Limited	44.75700
531847	Asian Star Co. Ltd.	160.06800
531852	Consortex Karl Doelitzch (Indi	261.40000
531854	Funworld And Tourism Devlopmen	63.82355
531855	Prabhav Industries Limited	460.89100
531859	Oriental Veneer Products Ltd.	53.90300
531861	Joindre Capital Services Ltd.	138.36460
531862	Bharat Agri Fert and Realty Lt	52.85511
531863	Sigrun Holdings Limited	5352.40220
531865	Volant Textile Mills Ltd.	749.55000
531866	Aagam Capital Limited	50.00000
531867	Unitech International Ltd	101.00000
531869	Sacheta Metals Ltd.	189.40000
531870	Popular Estate Management Ltd	140.00200
531872	Global Syntex (Bhilwara) Ltd.	70.10000
531874	Venus Power Ventures (India) L	152.00200
531876	Ghanshyam Steel Works ltd.	92.80000
531878	Anjani Finance Ltd	101.40000
531879	Pioneer Distilleries Ltd.	133.88200
531881	Gujarat Metallic Coal & Coke L	19.80658
531882	Kwality Limited	2378.44454
531885	SVA India Ltd	33.02600
531886	Scope Industries (India) Limit	107.96300
531887	Rahul Merchandising ltd.	35.12250
531888	Rexnord Electronics & Controls	111.60000
531889	Integrated Technologies Ltd.	47.81510
531890	Snowcem India ltd.	105.10000
531892	Khandwala Securities Ltd.	119.39000
531893	Sawaca Business Machines Ltd.	104.00900
531894	Vatsa Music Ltd	199.80000
531895	Global Knitfab Ltd.	83.22800
531897	Accentia Technologies Ltd.	170.24570
531898	Sanguine Media Ltd.	1141.00000
531900	CCL International Ltd	191.92600
531901	Sterling Webnet Limited	579.48000
531902	Gallops Enterprise  Limited	50.10000
531903	National Flask Industries Ltd.	100.63500
531904	Globus Corporation Ltd.	638.59000
531906	Bilati (Orissa) Ltd.	80.00000
531907	Divine Entertainment Limited	77.40000
531908	Shree Rubber Industries Ltd.	63.40000
531909	Swagruha Infrastructure Ltd.	685.48000
531910	Toheal Pharmachem ltd.	94.80700
531911	Galaxy Agrico Exports Ltd.	27.31620
531912	Greenfield Corp Ltd.	50.00000
531913	Gopal Iron & Steels Co.(Gujara	49.17100
531917	Twinstar Industries Limited	225.00000
531918	Hindustan Appliances Ltd	100.26000
531919	Mudit Finlease Ltd.	50.90900
531920	Suryoday Allo-Metal Powders Lt	56.10300
531921	Agarwal Industrial Corporation	101.58747
531922	Volplast Ltd.	79.60000
531923	Dhampure Speciality Sugars Ltd	71.61200
531925	Shantanu Sheorey Aquakult ltd.	348.80000
531927	Nexcen Softech Ltd.	50.40000
531928	Golden Carpets Limited.	64.90159
531929	Innocorp Limited	79.41400
531930	Sarthak Industries Ltd.	69.68850
531931	Sai Capital Ltd.	28.79300
531932	C.G.Impex Ltd.	76.71150
531933	Washington Softwares Ltd.	68.99000
531934	Supreme Tex Mart Ltd.	682.30235
531935	Asean Industrial Structures Li	233.17000
531936	Blue Chip India Ltd	553.04340
531937	Beckons Industries Ltd.	784.49095
531939	Genus Commu-Trade Ltd.	101.29500
531942	Millennium Cybertech Ltd	50.01400
531943	CSJ Technologies Ltd	61.50000
531944	Servotech Engineering Industri	51.31400
531945	Sunitee Chemicals Ltd.	520.01000
531946	Chadha Papers Ltd.	102.04040
531950	Vertex Securities Ltd.	740.12189
531952	Riba Textiles Ltd.	96.52870
531953	GCCL Construction And Realitie	120.00000
531954	Nirman Cements Ltd.	41.65900
531959	Newtime Infrastructure Limited	1703.46000
531960	Kashyap Tele-Medicines Limited	477.22000
531961	Heruk Agro Foods Ltd.	52.50000
531962	Shree Metalloys Limited	52.60000
531963	Universal Credit & Securities 	100.06800
531968	IITL PROJECTS LIMITED	49.90900
531971	Hari Govind International Ltd.	50.00000
531972	Trident Tools Limited	140.40000
531973	Morinda Overseas Industries Lt	67.80000
531976	Kedia Infotech Ltd.	548.40000
531977	Chartered Logistics Ltd	993.40000
531978	Ambika Cotton Mills Ltd.	57.25000
531979	HIND ALUMINIUM INDUSTRIES LTD.	63.00200
531980	Senthil Infotek Limited	50.50000
531981	Vishal Papertech (India) Ltd.	78.00000
